"pAge","pGender","pIMDquintile","state","pCohort","pEducationalLevel","pSEP","pRegion","pSocialHousing","pMentalHealthCondition","pAlcoholConsumption","pNRTUse","pYearsSinceQuit","pExpenditure","pECigUse","pVareniclineUse","pCigConsumptionPrequit","cAge","oAge","mAge","mGender","oEducationalLevel","oSEP","oGeographicLocality","oSocialHousing","cMentalHealthConditions","cAlcoholConsumption","oAlcoholConsumption","cPrescriptionNRT","mUseOfNRT","cEcigaretteUse","cCigConsumptionPrequit","mSpendingOnCig","cVareniclineUse","cCigAddictStrength","mEnjoymentOfSmoking","cUseOfBehaviourSupport","mIntentionToQuit","mDesireToStopSmoking","mNumberOfRecentQuitAttempts","mSmokerIdentity"
74,1,3,"ongoingquitter6",7,7,2,5,4,0,4,NA,17,14,2,1,0.333333333333333,74,74,74,1,7,2,5,4,0,4,4,NA,NA,2,0,14,1,5,NA,"0",1,1,8,2
48,2,2,"ex-smoker",13,3,1,5,2,NA,4,2,0,13,2,1,1.14285714285714,48,48,48,2,3,1,5,2,NA,4,4,2,2,1,1,13,1,5,NA,"0",1,1,52,1
69,1,1,"ongoingquitter11",9,1,1,5,1,0,9,NA,47,42,1,2,11.4285714285714,69,69,69,1,1,1,5,1,0,9,9,NA,NA,2,11,42,2,6,NA,"0",1,1,6,2
61,1,1,"ex-smoker",11,1,1,5,1,NA,8,NA,37,65,1,1,57.1428571428571,61,61,61,1,1,1,5,1,NA,8,8,NA,NA,2,57,65,1,1,NA,"0",1,1,3,2
63,2,1,"ex-smoker",9,1,1,5,1,NA,8,NA,23,76,1,2,17.1428571428571,63,63,63,2,1,1,5,1,NA,8,8,NA,NA,1,17,76,2,3,NA,"1",1,1,0,2
21,2,3,"newquitter",19,4,3,5,2,0,5,NA,2,84,1,1,20,21,21,21,2,4,3,5,2,0,5,5,NA,NA,2,20,84,1,4,NA,"1",1,2,52,1
34,2,2,"ongoingquitter10",15,1,2,5,2,NA,5,NA,12,-1,2,1,1,34,34,34,2,1,2,5,2,NA,5,5,NA,NA,2,1,-1,1,3,NA,"1",2,2,4,1
60,1,3,"ongoingquitter5",11,4,1,5,1,NA,11,NA,25,77,2,2,5.71428571428571,60,60,60,1,4,1,5,1,NA,11,11,NA,NA,1,5,77,2,6,NA,"0",2,1,0,2
71,2,1,"ex-smoker",9,7,2,5,2,0,5,NA,31,96,2,1,22,71,71,71,2,7,2,5,2,0,5,5,NA,NA,1,22,96,1,2,NA,"0",2,2,3,1
32,1,5,"ongoingquitter8",16,1,1,7,2,NA,2,NA,12,34,1,1,0.333333333333333,32,32,32,1,1,1,7,2,NA,2,2,NA,NA,1,0,34,1,6,NA,"0",1,1,1,1
60,1,1,"ex-smoker",11,2,1,5,2,NA,12,NA,20,77,2,1,0.142857142857143,60,60,60,1,2,1,5,2,NA,12,12,NA,NA,1,0,77,1,2,NA,"1",1,2,9,-1
70,2,1,"ex-smoker",9,1,1,5,1,0,2,NA,35,6,2,1,2.85714285714286,70,70,70,2,1,1,5,1,0,2,2,NA,NA,1,2,6,1,6,NA,"0",2,1,0,1
37,2,4,"ex-smoker",15,1,3,5,2,0,4,NA,5,7,2,2,17.8571428571429,37,37,37,2,1,3,5,2,0,4,4,NA,NA,2,17,7,2,3,NA,"1",2,2,1,1
38,1,5,"ex-smoker",15,1,1,5,3,NA,8,NA,3,48,1,1,33,38,38,38,1,1,1,5,3,NA,8,8,NA,NA,1,33,48,1,1,NA,"1",2,1,12,2
75,2,4,"ex-smoker",7,5,2,7,1,0,7,NA,25,28,1,1,0.142857142857143,75,75,75,2,5,2,7,1,0,7,7,NA,NA,2,0,28,1,1,NA,"0",2,2,0,1
74,1,4,"ex-smoker",7,5,3,7,1,0,9,NA,52,45,1,2,28,74,74,74,1,5,3,7,1,0,9,9,NA,NA,2,28,45,2,3,NA,"0",2,2,4,-1
52,2,4,"ex-smoker",12,4,2,7,2,0,5,NA,25,31,2,1,4.28571428571429,52,52,52,2,4,2,7,2,0,5,5,NA,NA,2,4,31,1,4,NA,"0",2,1,52,2
27,2,4,"ongoingquitter6",17,3,3,7,2,NA,4,NA,10,78,1,2,11.4285714285714,27,27,27,2,3,3,7,2,NA,4,4,NA,NA,1,11,78,2,5,NA,"0",2,1,8,2
47,2,4,"newquitter",13,4,2,7,4,0,5,NA,14,45,2,1,40,47,47,47,2,4,2,7,4,0,5,5,NA,NA,2,40,45,1,5,NA,"0",1,1,7,1
44,2,4,"ongoingquitter7",13,4,1,7,2,NA,5,NA,2,57,1,1,22.8571428571429,44,44,44,2,4,1,7,2,NA,5,5,NA,NA,1,22,57,1,4,NA,"1",2,1,6,1
69,1,4,"newquitter",9,5,3,7,1,0,11,NA,20,175,1,2,24,69,69,69,1,5,3,7,1,0,11,11,NA,NA,2,24,175,2,3,NA,"1",1,1,5,1
68,2,4,"ex-smoker",9,1,1,7,1,0,7,NA,21,17,2,2,13.3333333333333,68,68,68,2,1,1,7,1,0,7,7,NA,NA,1,13,17,2,4,NA,"0",1,1,8,1
71,1,4,"ex-smoker",9,7,3,7,4,0,5,NA,9,96,1,1,18,71,71,71,1,7,3,7,4,0,5,5,NA,NA,2,18,96,1,6,NA,"0",2,1,8,2
51,1,2,"ex-smoker",13,4,1,5,1,NA,7,NA,7,15,2,1,2.42857142857143,51,51,51,1,4,1,5,1,NA,7,7,NA,NA,2,2,15,1,4,NA,"1",1,2,7,2
71,1,3,"ex-smoker",9,4,2,5,4,0,5,NA,16,15,2,1,20,71,71,71,1,4,2,5,4,0,5,5,NA,NA,1,20,15,1,5,NA,"0",1,1,0,1
39,1,3,"ongoingquitter7",15,7,99,5,4,0,8,NA,3,96,2,2,4.28571428571429,39,39,39,1,7,99,5,4,0,8,8,NA,NA,1,4,96,2,5,NA,"0",1,2,2,-1
75,1,3,"ex-smoker",7,4,1,5,1,0,5,NA,30,80,2,1,0.333333333333333,75,75,75,1,4,1,5,1,0,5,5,NA,NA,1,0,80,1,6,NA,"0",2,2,5,2
73,2,3,"ex-smoker",7,4,1,5,1,NA,4,NA,26,10,2,2,28.5714285714286,73,73,73,2,4,1,5,1,NA,4,4,NA,NA,1,28,10,2,4,NA,"1",2,1,52,1
71,2,1,"ex-smoker",9,7,1,8,1,NA,9,NA,20,45,1,1,6,71,71,71,2,7,1,8,1,NA,9,9,NA,NA,2,6,45,1,5,NA,"1",2,2,0,1
27,1,1,"newquitter",17,3,3,8,2,NA,5,NA,5,96,1,1,1.14285714285714,27,27,27,1,3,3,8,2,NA,5,5,NA,NA,1,1,96,1,3,NA,"1",2,2,4,2
50,2,1,"ex-smoker",13,4,3,8,2,0,4,NA,5,46,1,1,8,50,50,50,2,4,3,8,2,0,4,4,NA,NA,2,8,46,1,2,NA,"0",1,1,5,-1
81,1,1,"ex-smoker",7,2,1,8,1,NA,9,NA,30,70,1,1,22,81,81,81,1,2,1,8,1,NA,9,9,NA,NA,1,22,70,1,3,NA,"1",1,2,2,1
51,2,4,"ex-smoker",13,3,1,8,4,NA,5,NA,7,9998,2,1,18.5714285714286,51,51,51,2,3,1,8,4,NA,5,5,NA,NA,2,18,9998,1,3,NA,"0",2,2,2,1
57,1,2,"ex-smoker",11,4,2,8,4,0,5,NA,28,17,1,1,35,57,57,57,1,4,2,8,4,0,5,5,NA,NA,1,35,17,1,1,NA,"0",1,2,4,2
55,2,5,"ex-smoker",11,5,3,1,2,1,5,NA,21,24,1,1,16,55,55,55,2,5,3,1,2,1,5,5,NA,NA,1,16,24,1,4,NA,"0",2,1,9,-1
86,1,5,"ex-smoker",5,7,3,1,4,0,2,NA,34,22,2,2,0.2,86,86,86,1,7,3,1,4,0,2,2,NA,NA,1,0,22,2,6,NA,"0",2,1,6,-1
82,2,5,"ex-smoker",6,7,3,1,4,0,2,NA,22,86,1,1,12,82,82,82,2,7,3,1,4,0,2,2,NA,NA,2,12,86,1,1,NA,"1",1,2,4,1
23,2,5,"ex-smoker",17,3,3,1,2,NA,5,2,0,101,1,1,9,23,23,23,2,3,3,1,2,NA,5,5,2,2,2,9,101,1,5,NA,"1",2,1,1,-1
23,1,5,"ex-smoker",17,3,3,1,2,NA,5,2,0,160,1,2,10.7142857142857,23,23,23,1,3,3,1,2,NA,5,5,2,2,2,10,160,2,1,NA,"1",1,1,7,-1
73,1,5,"ongoingquitter7",7,7,3,7,4,NA,5,NA,15,52,1,2,7.85714285714286,73,73,73,1,7,3,7,4,NA,5,5,NA,NA,1,7,52,2,2,NA,"1",2,1,9,-1
78,2,5,"ex-smoker",7,7,2,7,4,0,4,NA,15,72,1,1,33,78,78,78,2,7,2,7,4,0,4,4,NA,NA,1,33,72,1,2,NA,"0",1,2,1,2
48,2,4,"ex-smoker",13,1,1,7,4,0,5,NA,5,55,2,2,0.2,48,48,48,2,1,1,7,4,0,5,5,NA,NA,1,0,55,2,2,NA,"0",2,1,7,-1
89,2,2,"ex-smoker",5,7,2,9,1,0,6,NA,20,84,1,1,60,89,89,89,2,7,2,9,1,0,6,6,NA,NA,1,60,84,1,4,NA,"0",1,1,8,2
50,2,3,"ex-smoker",13,4,3,3,2,NA,6,NA,20,9,1,2,2.14285714285714,50,50,50,2,4,3,3,2,NA,6,6,NA,NA,2,2,9,2,6,NA,"1",1,1,8,1
49,1,3,"ex-smoker",13,5,3,3,2,0,2,NA,15,32,1,2,8.57142857142857,49,49,49,1,5,3,3,2,0,2,2,NA,NA,2,8,32,2,2,NA,"1",2,1,7,1
77,1,4,"ex-smoker",7,7,3,3,1,0,5,NA,11,65,2,1,17,77,77,77,1,7,3,3,1,0,5,5,NA,NA,2,17,65,1,1,NA,"0",2,2,3,-1
40,2,4,"ongoingquitter2",15,1,2,5,2,1,8,NA,19,45,1,2,28,40,40,40,2,1,2,5,2,1,8,8,NA,NA,2,28,45,2,2,NA,"0",1,1,6,1
23,2,3,"ex-smoker",17,1,2,5,1,NA,4,NA,8,48,2,2,1.42857142857143,23,23,23,2,1,2,5,1,NA,4,4,NA,NA,2,1,48,2,2,NA,"0",2,1,3,2
43,2,1,"ex-smoker",13,1,2,5,2,NA,7,NA,23,43,2,1,33,43,43,43,2,1,2,5,2,NA,7,7,NA,NA,2,33,43,1,5,NA,"0",2,1,3,1
71,1,4,"ex-smoker",9,7,3,5,1,0,4,NA,27,38,2,2,60,71,71,71,1,7,3,5,1,0,4,4,NA,NA,1,60,38,2,2,NA,"1",2,2,7,1
81,2,2,"ex-smoker",7,6,2,2,2,0,5,NA,26,38,2,1,6.71428571428571,81,81,81,2,6,2,2,2,0,5,5,NA,NA,2,6,38,1,6,NA,"1",1,1,5,1
48,2,2,"ongoingquitter1",13,3,3,2,2,NA,12,NA,26,12,2,1,6.71428571428571,48,48,48,2,3,3,2,2,NA,12,12,NA,NA,2,6,12,1,3,NA,"0",1,2,4,2
77,2,2,"ex-smoker",7,4,2,2,1,0,2,NA,34,23,2,2,22.8571428571429,77,77,77,2,4,2,2,1,0,2,2,NA,NA,2,22,23,2,1,NA,"0",2,1,52,2
67,1,2,"ex-smoker",9,7,2,2,1,0,11,NA,10,32,1,1,17,67,67,67,1,7,2,2,1,0,11,11,NA,NA,2,17,32,1,3,NA,"0",1,1,4,1
59,2,2,"ex-smoker",11,7,3,2,1,1,4,NA,32,38,2,1,13.3333333333333,59,59,59,2,7,3,2,1,1,4,4,NA,NA,2,13,38,1,6,NA,"0",2,1,4,1
81,1,1,"ex-smoker",7,5,2,2,1,0,2,NA,42,6,2,1,16,81,81,81,1,5,2,2,1,0,2,2,NA,NA,2,16,6,1,3,NA,"0",2,1,10,2
63,2,1,"ex-smoker",9,6,2,9,1,0,10,NA,8,49,2,2,9,63,63,63,2,6,2,9,1,0,10,10,NA,NA,2,9,49,2,5,NA,"0",1,2,20,-1
66,1,1,"ex-smoker",9,3,1,9,1,0,12,NA,10,63,1,2,0.428571428571429,66,66,66,1,3,1,9,1,0,12,12,NA,NA,1,0,63,2,2,NA,"1",2,2,6,-1
63,2,1,"ongoingquitter1",9,3,3,9,4,0,1,NA,5,9998,2,1,1.42857142857143,63,63,63,2,3,3,9,4,0,1,1,NA,NA,1,1,9998,1,3,NA,"0",2,2,9,2
68,1,3,"ongoingquitter3",9,7,3,9,4,0,4,NA,50,40,2,1,11,68,68,68,1,7,3,9,4,0,4,4,NA,NA,1,11,40,1,2,NA,"0",1,2,9,1
65,2,3,"ongoingquitter1",9,7,3,9,4,0,4,NA,9,35,1,2,0.666666666666667,65,65,65,2,7,3,9,4,0,4,4,NA,NA,1,0,35,2,4,NA,"0",2,2,10,2
75,1,2,"ex-smoker",7,7,3,7,1,0,4,NA,16,110,1,1,0.333333333333333,75,75,75,1,7,3,7,1,0,4,4,NA,NA,2,0,110,1,4,NA,"1",1,2,10,-1
29,1,3,"newquitter",17,3,1,5,2,NA,5,NA,10,210,2,1,33,29,29,29,1,3,1,5,2,NA,5,5,NA,NA,1,33,210,1,2,NA,"0",1,2,3,1
51,1,4,"newquitter",13,4,3,5,4,NA,7,NA,25,96,1,2,0,51,51,51,1,4,3,5,4,NA,7,7,NA,NA,2,0,96,2,4,NA,"0",2,1,0,-1
39,2,2,"ongoingquitter11",15,4,3,5,2,NA,5,NA,15,62,2,2,3.42857142857143,39,39,39,2,4,3,5,2,NA,5,5,NA,NA,1,3,62,2,6,NA,"1",2,1,5,1
37,1,2,"ex-smoker",15,1,1,5,2,NA,6,NA,15,35,2,2,0.285714285714286,37,37,37,1,1,1,5,2,NA,6,6,NA,NA,1,0,35,2,1,NA,"0",2,1,2,-1
50,1,1,"ex-smoker",13,2,3,5,1,0,9,1,0,9,1,1,17.1428571428571,50,50,50,1,2,3,5,1,0,9,9,1,1,1,17,9,1,6,NA,"1",1,1,10,1
70,1,5,"ex-smoker",9,7,3,1,1,0,7,NA,6,47,1,2,3.33333333333333,70,70,70,1,7,3,1,1,0,7,7,NA,NA,1,3,47,2,4,NA,"0",2,1,3,2
48,2,2,"ex-smoker",13,4,3,8,4,NA,4,NA,2,50,2,2,2.28571428571429,48,48,48,2,4,3,8,4,NA,4,4,NA,NA,2,2,50,2,1,NA,"0",2,2,7,-1
74,2,1,"newquitter",7,7,1,8,1,0,4,NA,30,18,1,1,17.8571428571429,74,74,74,2,7,1,8,1,0,4,4,NA,NA,2,17,18,1,3,NA,"1",1,1,2,2
77,1,1,"ongoingquitter8",7,5,3,8,1,0,5,NA,35,86,2,2,26,77,77,77,1,5,3,8,1,0,5,5,NA,NA,2,26,86,2,5,NA,"1",1,1,3,1
31,1,4,"ex-smoker",17,1,1,8,2,NA,6,NA,5,84,2,2,7,31,31,31,1,1,1,8,2,NA,6,6,NA,NA,1,7,84,2,3,NA,"1",1,1,4,-1
76,2,1,"ex-smoker",7,6,2,8,1,0,4,NA,56,48,1,2,2.85714285714286,76,76,76,2,6,2,8,1,0,4,4,NA,NA,2,2,48,2,3,NA,"0",1,1,7,1
61,1,2,"ex-smoker",11,1,1,8,2,NA,7,NA,15,47,2,2,0.666666666666667,61,61,61,1,1,1,8,2,NA,7,7,NA,NA,1,0,47,2,5,NA,"1",2,1,7,-1
77,1,3,"ex-smoker",7,7,2,6,1,0,5,NA,32,72,2,1,18,77,77,77,1,7,2,6,1,0,5,5,NA,NA,2,18,72,1,3,NA,"1",2,1,10,-1
77,1,3,"ongoingquitter2",7,2,1,6,1,0,7,NA,32,37,1,2,12,77,77,77,1,2,1,6,1,0,7,7,NA,NA,2,12,37,2,6,NA,"1",2,2,0,2
84,1,3,"ex-smoker",5,7,3,6,4,0,2,NA,40,80,2,2,5,84,84,84,1,7,3,6,4,0,2,2,NA,NA,1,5,80,2,5,NA,"0",2,2,6,2
44,1,3,"ex-smoker",13,4,2,6,2,NA,5,NA,24,54,2,2,55,44,44,44,1,4,2,6,2,NA,5,5,NA,NA,2,55,54,2,6,NA,"0",2,1,9,1
64,1,3,"newquitter",9,4,2,6,1,0,8,NA,15,2,1,2,10,64,64,64,1,4,2,6,1,0,8,8,NA,NA,2,10,2,2,2,NA,"0",2,1,7,-1
67,2,3,"ex-smoker",9,2,1,6,1,0,7,NA,15,46,1,1,7.14285714285714,67,67,67,2,2,1,6,1,0,7,7,NA,NA,1,7,46,1,6,NA,"0",1,1,9,-1
71,1,4,"ex-smoker",9,7,3,5,4,0,4,NA,15,13,2,2,18.5714285714286,71,71,71,1,7,3,5,4,0,4,4,NA,NA,1,18,13,2,2,NA,"1",1,1,7,2
22,2,5,"ex-smoker",18,7,3,5,4,NA,5,2,1,14,2,2,0,22,22,22,2,7,3,5,4,NA,5,5,2,2,2,0,14,2,6,NA,"0",2,1,12,2
41,2,5,"ex-smoker",15,4,2,5,2,0,2,NA,20,48,1,1,23,41,41,41,2,4,2,5,2,0,2,2,NA,NA,2,23,48,1,4,NA,"1",2,2,2,1
65,2,5,"ongoingquitter10",9,7,3,5,1,0,2,NA,39,37,1,1,8,65,65,65,2,7,3,5,1,0,2,2,NA,NA,2,8,37,1,3,NA,"1",2,1,9,2
43,1,2,"ex-smoker",13,2,2,6,2,NA,9,NA,7,110,1,1,11.4285714285714,43,43,43,1,2,2,6,2,NA,9,9,NA,NA,2,11,110,1,5,NA,"0",1,1,0,2
57,2,2,"ongoingquitter11",11,3,2,6,2,NA,8,NA,6,30,1,1,0.285714285714286,57,57,57,2,3,2,6,2,NA,8,8,NA,NA,2,0,30,1,1,NA,"0",1,2,1,2
65,2,2,"ex-smoker",9,1,2,8,2,0,5,NA,46,18,2,1,2.14285714285714,65,65,65,2,1,2,8,2,0,5,5,NA,NA,1,2,18,1,3,NA,"1",2,1,6,-1
36,1,4,"ongoingquitter8",15,7,3,2,2,NA,1,NA,22,54,1,2,13.3333333333333,36,36,36,1,7,3,2,2,NA,1,1,NA,NA,1,13,54,2,5,NA,"0",2,2,0,1
50,1,4,"ex-smoker",13,7,2,2,1,NA,5,1,1,41,2,1,11,50,50,50,1,7,2,2,1,NA,5,5,1,1,1,11,41,1,4,NA,"1",2,1,20,-1
68,1,3,"ex-smoker",9,7,3,2,1,0,5,NA,14,14,2,2,0,68,68,68,1,7,3,2,1,0,5,5,NA,NA,2,0,14,2,6,NA,"0",2,2,12,2
83,2,5,"ongoingquitter6",5,7,3,2,1,0,5,NA,53,77,2,1,10,83,83,83,2,7,3,2,1,0,5,5,NA,NA,1,10,77,1,6,NA,"1",2,2,6,-1
60,2,3,"ongoingquitter2",11,1,1,3,1,0,8,NA,35,33,1,1,60,60,60,60,2,1,1,3,1,0,8,8,NA,NA,2,60,33,1,1,NA,"1",1,2,1,1
62,1,3,"ex-smoker",10,1,1,3,1,NA,7,NA,30,33,2,1,2,62,62,62,1,1,1,3,1,NA,7,7,NA,NA,2,2,33,1,3,NA,"0",1,2,1,-1
78,2,3,"ongoingquitter6",7,7,3,3,4,0,2,NA,8,120,2,2,60,78,78,78,2,7,3,3,4,0,2,2,NA,NA,1,60,120,2,4,NA,"1",1,1,20,1
62,1,2,"ongoingquitter1",10,7,3,3,1,NA,5,NA,40,14,2,2,6,62,62,62,1,7,3,3,1,NA,5,5,NA,NA,1,6,14,2,2,NA,"0",2,2,0,-1
43,1,1,"newquitter",13,4,2,8,4,0,9,NA,22,8,2,1,22.8571428571429,43,43,43,1,4,2,8,4,0,9,9,NA,NA,1,22,8,1,6,NA,"0",2,2,0,2
43,1,2,"ex-smoker",13,3,1,8,2,NA,7,NA,5,12,2,2,33,43,43,43,1,3,1,8,2,NA,7,7,NA,NA,2,33,12,2,3,NA,"0",1,2,10,-1
40,2,2,"ongoingquitter11",15,1,1,8,2,NA,6,NA,8,22,2,2,19,40,40,40,2,1,1,8,2,NA,6,6,NA,NA,2,19,22,2,4,NA,"1",1,1,3,1
64,1,1,"ongoingquitter8",9,1,1,8,1,NA,7,NA,40,49,1,1,10,64,64,64,1,1,1,8,1,NA,7,7,NA,NA,1,10,49,1,4,NA,"1",1,2,3,2
29,2,2,"ex-smoker",17,1,1,8,2,0,5,NA,19,110,1,1,8.57142857142857,29,29,29,2,1,1,8,2,0,5,5,NA,NA,2,8,110,1,6,NA,"0",2,1,6,1
74,1,1,"ex-smoker",7,7,3,8,1,NA,8,NA,28,13,1,2,17.1428571428571,74,74,74,1,7,3,8,1,NA,8,8,NA,NA,2,17,13,2,5,NA,"1",2,2,4,2
37,2,4,"ex-smoker",15,1,1,8,2,NA,6,2,1,20,2,1,24,37,37,37,2,1,1,8,2,NA,6,6,2,2,2,24,20,1,1,NA,"0",2,1,52,2
34,1,4,"ex-smoker",15,3,1,8,4,NA,7,NA,10,9998,2,1,0.571428571428571,34,34,34,1,3,1,8,4,NA,7,7,NA,NA,1,0,9998,1,2,NA,"0",2,1,10,1
52,1,5,"ex-smoker",12,3,1,2,4,1,2,NA,18,40,2,2,20,52,52,52,1,3,1,2,4,1,2,2,NA,NA,1,20,40,2,6,NA,"1",2,1,5,-1
43,2,3,"ongoingquitter1",13,1,1,2,2,NA,5,1,0,110,1,1,0.571428571428571,43,43,43,2,1,1,2,2,NA,5,5,1,1,2,0,110,1,3,NA,"0",1,2,9,-1
51,1,5,"newquitter",13,4,3,2,2,0,10,NA,25,9998,2,1,5,51,51,51,1,4,3,2,2,0,10,10,NA,NA,2,5,9998,1,3,NA,"0",1,1,7,-1
69,2,4,"newquitter",9,4,3,2,2,0,4,NA,25,20,2,2,12,69,69,69,2,4,3,2,2,0,4,4,NA,NA,2,12,20,2,2,NA,"0",1,2,6,-1
77,1,4,"ex-smoker",7,2,2,2,2,1,2,NA,50,96,1,1,1.42857142857143,77,77,77,1,2,2,2,2,1,2,2,NA,NA,1,1,96,1,1,NA,"0",1,2,2,1
62,2,5,"ongoingquitter11",10,1,1,2,1,0,5,NA,4,17,2,1,12,62,62,62,2,1,1,2,1,0,5,5,NA,NA,2,12,17,1,3,NA,"0",1,1,5,1
68,1,5,"ongoingquitter11",9,4,2,2,1,NA,12,NA,4,34,2,1,7.14285714285714,68,68,68,1,4,2,2,1,NA,12,12,NA,NA,1,7,34,1,4,NA,"1",2,1,52,1
69,1,4,"ex-smoker",9,4,2,2,1,0,5,NA,24,-1,2,1,55,69,69,69,1,4,2,2,1,0,5,5,NA,NA,1,55,-1,1,4,NA,"0",1,1,3,2
32,2,4,"ex-smoker",16,1,1,9,2,NA,6,NA,2,76,1,1,22.8571428571429,32,32,32,2,1,1,9,2,NA,6,6,NA,NA,1,22,76,1,3,NA,"1",2,2,8,1
48,2,2,"ex-smoker",13,3,2,9,2,0,5,NA,21,50,2,1,6,48,48,48,2,3,2,9,2,0,5,5,NA,NA,1,6,50,1,6,NA,"0",1,2,5,1
57,2,2,"ex-smoker",11,1,1,9,1,0,5,NA,27,160,2,1,12,57,57,57,2,1,1,9,1,0,5,5,NA,NA,2,12,160,1,4,NA,"1",1,2,0,-1
68,1,4,"ex-smoker",9,7,2,6,4,NA,1,NA,47,60,2,2,57.1428571428571,68,68,68,1,7,2,6,4,NA,1,1,NA,NA,2,57,60,2,4,NA,"0",1,1,2,2
69,2,4,"ex-smoker",9,7,2,6,1,0,5,NA,22,86,1,2,2,69,69,69,2,7,2,6,1,0,5,5,NA,NA,2,2,86,2,6,NA,"1",1,2,9,-1
59,1,4,"ex-smoker",11,5,1,6,1,NA,6,NA,11,26,1,2,9,59,59,59,1,5,1,6,1,NA,6,6,NA,NA,2,9,26,2,6,NA,"1",1,2,3,2
29,1,4,"ex-smoker",17,4,3,6,4,NA,8,NA,10,80,2,1,2.28571428571429,29,29,29,1,4,3,6,4,NA,8,8,NA,NA,1,2,80,1,6,NA,"0",1,2,1,1
52,2,4,"ongoingquitter1",12,7,3,6,1,1,4,NA,10,14,1,1,12.8571428571429,52,52,52,2,7,3,6,1,1,4,4,NA,NA,2,12,14,1,4,NA,"0",1,2,3,2
74,1,4,"ongoingquitter4",7,1,1,6,2,0,6,NA,30,28,1,2,55,74,74,74,1,1,1,6,2,0,6,6,NA,NA,1,55,28,2,2,NA,"0",1,1,8,2
56,2,1,"ongoingquitter6",11,1,1,2,1,NA,9,NA,18,34,1,1,8,56,56,56,2,1,1,2,1,NA,9,9,NA,NA,1,8,34,1,3,NA,"1",2,1,5,2
30,2,1,"ex-smoker",17,1,2,2,2,0,5,NA,11,26,2,2,19,30,30,30,2,1,2,2,2,0,5,5,NA,NA,2,19,26,2,1,NA,"0",2,1,8,-1
31,1,1,"newquitter",17,1,1,2,2,NA,5,NA,8,11,1,1,7,31,31,31,1,1,1,2,2,NA,5,5,NA,NA,1,7,11,1,1,NA,"0",1,1,8,1
68,2,3,"ex-smoker",9,6,3,2,1,0,4,NA,25,18,1,2,57.1428571428571,68,68,68,2,6,3,2,1,0,4,4,NA,NA,1,57,18,2,2,NA,"1",1,1,7,-1
39,2,1,"ex-smoker",15,1,1,2,2,0,6,NA,7,47,2,1,3.57142857142857,39,39,39,2,1,1,2,2,0,6,6,NA,NA,1,3,47,1,5,NA,"1",1,2,9,2
59,1,2,"ex-smoker",11,3,3,2,1,0,11,NA,30,77,1,1,100,59,59,59,1,3,3,2,1,0,11,11,NA,NA,2,100,77,1,6,NA,"0",2,1,4,1
55,2,3,"ex-smoker",11,4,3,9,4,NA,2,2,0,21,2,2,2.14285714285714,55,55,55,2,4,3,9,4,NA,2,2,2,2,1,2,21,2,5,NA,"0",2,1,4,-1
57,1,3,"ex-smoker",11,4,3,9,4,0,2,2,0,49,2,1,15,57,57,57,1,4,3,9,4,0,2,2,2,2,1,15,49,1,2,NA,"1",1,2,4,1
72,1,2,"ex-smoker",8,4,3,9,1,NA,9,NA,32,90,2,2,23,72,72,72,1,4,3,9,1,NA,9,9,NA,NA,2,23,90,2,1,NA,"1",1,1,7,2
67,2,2,"ex-smoker",9,4,2,9,2,0,8,NA,43,11,1,1,0.428571428571429,67,67,67,2,4,2,9,2,0,8,8,NA,NA,2,0,11,1,4,NA,"1",1,1,52,-1
42,1,3,"newquitter",14,4,1,9,2,NA,10,2,1,17,2,1,80,42,42,42,1,4,1,9,2,NA,10,10,2,2,2,80,17,1,1,NA,"0",2,2,5,1
59,1,2,"ongoingquitter2",11,2,1,9,2,0,8,NA,29,65,1,1,23,59,59,59,1,2,1,9,2,0,8,8,NA,NA,2,23,65,1,2,NA,"0",1,1,12,-1
59,2,2,"ex-smoker",11,3,3,9,2,NA,7,NA,37,45,2,1,6.71428571428571,59,59,59,2,3,3,9,2,NA,7,7,NA,NA,1,6,45,1,5,NA,"0",2,2,6,1
62,1,4,"ex-smoker",10,5,3,9,2,0,7,NA,32,90,1,1,27,62,62,62,1,5,3,9,2,0,7,7,NA,NA,1,27,90,1,1,NA,"0",1,2,9,1
33,2,4,"ongoingquitter7",15,7,3,9,2,NA,5,NA,4,80,2,1,24,33,33,33,2,7,3,9,2,NA,5,5,NA,NA,1,24,80,1,6,NA,"0",2,2,5,1
46,2,3,"ex-smoker",13,1,1,2,1,0,5,NA,3,22,2,2,17.8571428571429,46,46,46,2,1,1,2,1,0,5,5,NA,NA,1,17,22,2,3,NA,"1",1,2,3,1
47,2,4,"ex-smoker",13,1,1,2,2,0,2,2,0,36,1,1,21.4285714285714,47,47,47,2,1,1,2,2,0,2,2,2,2,1,21,36,1,5,NA,"0",1,1,1,1
31,2,3,"ongoingquitter3",17,3,1,2,4,NA,5,1,1,3,2,2,17.1428571428571,31,31,31,2,3,1,2,4,NA,5,5,1,1,2,17,3,2,5,NA,"1",2,1,52,2
72,2,3,"ex-smoker",8,2,1,2,1,0,5,NA,41,43,1,2,17.1428571428571,72,72,72,2,2,1,2,1,0,5,5,NA,NA,1,17,43,2,5,NA,"1",2,2,2,-1
56,1,3,"ex-smoker",11,4,1,2,1,NA,9,NA,24,38,1,1,60,56,56,56,1,4,1,2,1,NA,9,9,NA,NA,2,60,38,1,3,NA,"1",1,1,5,-1
